KEGG_ID,pathway_1,pathway_2,pathway_3,pathway_4,pathway_5,pathway_6,pathway_7,pathway_8,pathway_9,pathway_10
C13812,,,,,,,,,,
C13813,,,,,,,,,,
C13814,,,,,,,,,,
C13815,,,,,,,,,,
C13816,,,,,,,,,,
C13817,,,,,,,,,,
C13818,,,,,,,,,,
C13819,,,,,,,,,,
C13820,map07232,,,,,,,,,
C13821,,,,,,,,,,
C13822,,,,,,,,,,
C13823,,,,,,,,,,
C13824,,,,,,,,,,
C13825,,,,,,,,,,
C13826,,,,,,,,,,
C13827,,,,,,,,,,
C13828,,,,,,,,,,
C13829,,,,,,,,,,
C13830,,,,,,,,,,
C13831,,,,,,,,,,
C13832,,,,,,,,,,
C13833,,,,,,,,,,
C13834,,,,,,,,,,
C13835,,,,,,,,,,
C13836,,,,,,,,,,
C13837,,,,,,,,,,
C13838,,,,,,,,,,
C13840,,,,,,,,,,
C13841,,,,,,,,,,
C13842,,,,,,,,,,
C13843,,,,,,,,,,
C13844,,,,,,,,,,
C13845,,,,,,,,,,
C13846,,,,,,,,,,
C13847,,,,,,,,,,
C13848,,,,,,,,,,
C13849,,,,,,,,,,
C13851,,,,,,,,,,
C13852,,,,,,,,,,
C13853,,,,,,,,,,
C13854,,,,,,,,,,
C13856,map04080,map04714,map04723,,,,,,,
C13857,,,,,,,,,,
C13858,,,,,,,,,,
C13859,,,,,,,,,,
C13860,,,,,,,,,,
C13861,,,,,,,,,,
C13862,,,,,,,,,,
C13863,,,,,,,,,,
C13864,,,,,,,,,,
C13867,,,,,,,,,,
C13869,,,,,,,,,,
C13870,,,,,,,,,,
C13871,,,,,,,,,,
C13872,,,,,,,,,,
C13874,,,,,,,,,,
C13875,,,,,,,,,,
C13876,,,,,,,,,,
C13877,,,,,,,,,,
C13878,,,,,,,,,,
C13880,,,,,,,,,,
C13881,,,,,,,,,,
C13883,,,,,,,,,,
C13884,,,,,,,,,,
C13885,,,,,,,,,,
C13888,,,,,,,,,,
C13889,,,,,,,,,,
C13890,,,,,,,,,,
C13891,,,,,,,,,,
C13892,,,,,,,,,,
C13894,,,,,,,,,,
C13895,,,,,,,,,,
C13896,,,,,,,,,,
C13897,,,,,,,,,,
C13898,,,,,,,,,,
C13900,,,,,,,,,,
C13901,,,,,,,,,,
C13902,,,,,,,,,,
C13903,,,,,,,,,,
C13906,,,,,,,,,,
C13907,,,,,,,,,,
C13908,,,,,,,,,,
C13909,,,,,,,,,,
C13910,,,,,,,,,,
C13914,,,,,,,,,,
C13915,,,,,,,,,,
C13916,,,,,,,,,,
C13918,,,,,,,,,,
C13920,,,,,,,,,,
C13921,,,,,,,,,,
C13922,,,,,,,,,,
C13923,,,,,,,,,,
C13924,,,,,,,,,,
C13925,,,,,,,,,,
C13926,,,,,,,,,,
C13927,,,,,,,,,,
C13929,,,,,,,,,,
C13931,,,,,,,,,,
C13932,,,,,,,,,,
C13937,,,,,,,,,,
C13938,,,,,,,,,,
C13940,,,,,,,,,,
C13945,,,,,,,,,,
C13946,,,,,,,,,,
C13947,,,,,,,,,,
C13948,,,,,,,,,,
C13949,,,,,,,,,,
C13952,map00520,,,,,,,,,
C13958,,,,,,,,,,
C13962,,,,,,,,,,
C13963,map07024,,,,,,,,,
C13964,,,,,,,,,,
C13967,,,,,,,,,,
C13968,,,,,,,,,,
C13973,,,,,,,,,,
C13974,,,,,,,,,,
C13976,,,,,,,,,,
C13978,,,,,,,,,,
C13980,,,,,,,,,,
C13993,,,,,,,,,,
C14001,,,,,,,,,,
C14002,,,,,,,,,,
C14007,,,,,,,,,,
C14010,,,,,,,,,,
C14015,,,,,,,,,,
C14021,,,,,,,,,,
C14029,,,,,,,,,,
C14034,,,,,,,,,,
C14039,map00980,,,,,,,,,
C14040,map00980,,,,,,,,,
C14042,,,,,,,,,,
C14043,,,,,,,,,,
C14044,,,,,,,,,,
C14045,,,,,,,,,,
C14049,,,,,,,,,,
C14053,,,,,,,,,,
C14054,,,,,,,,,,
C14055,,,,,,,,,,
C14056,,,,,,,,,,
C14057,,,,,,,,,,
C14058,,,,,,,,,,
C14059,,,,,,,,,,
C14060,,,,,,,,,,
C14061,,,,,,,,,,
C14062,,,,,,,,,,
C14063,,,,,,,,,,
C14064,,,,,,,,,,
C14077,,,,,,,,,,
C14078,,,,,,,,,,
C14079,,,,,,,,,,
C14081,,,,,,,,,,
C14082,map00626,map01120,map01220,map07114,,,,,,
C14083,map00626,map01120,map01220,,,,,,,
C14084,map00626,map01120,map01220,,,,,,,
C14085,map00626,map01120,map01220,,,,,,,
C14086,map00626,map01120,map01220,,,,,,,
C14087,map00626,map01120,map01220,,,,,,,
C14088,map00626,map01120,map01220,,,,,,,
C14089,map00626,map01120,map01220,,,,,,,
C14090,map00626,map01120,map01220,,,,,,,
C14091,map00626,map01120,map01220,,,,,,,
C14092,map00626,map01120,,,,,,,,
C14093,map00626,map01120,,,,,,,,
C14094,map00626,map01120,,,,,,,,
C14095,map00626,map01120,,,,,,,,
C14096,map00626,map01120,,,,,,,,
C14097,map00626,map01120,,,,,,,,
C14098,map00626,map01120,map01220,map07114,,,,,,
C14099,map00626,map01120,map01220,,,,,,,
C14100,map00626,map01120,,,,,,,,
C14101,map00626,map01120,map01220,,,,,,,
C14102,map00626,map01120,,,,,,,,
C14103,map00626,map01120,,,,,,,,
C14104,map00626,map01120,,,,,,,,
C14105,map00626,map01120,,,,,,,,
C14106,map00626,map01120,,,,,,,,
C14107,map00626,map01120,,,,,,,,
C14108,map00626,map01120,,,,,,,,
C14109,map00626,map01120,,,,,,,,
C14110,map00626,map01120,,,,,,,,
C14111,map00626,map01120,,,,,,,,
C14112,map00626,map01120,,,,,,,,
C14113,map00626,map01120,,,,,,,,
C14114,map00626,map01120,,,,,,,,
C14115,map00626,map01120,map01220,,,,,,,
C14116,map00626,map01120,map01220,,,,,,,
C14117,map00626,map01120,map01220,,,,,,,
C14118,map00626,map01120,map01220,,,,,,,
C14119,map00626,map01120,map01220,,,,,,,
C14120,map00626,map01120,map01220,,,,,,,
C14123,,,,,,,,,,
C14125,,,,,,,,,,
C14126,,,,,,,,,,
C14127,,,,,,,,,,
C14128,,,,,,,,,,
C14129,,,,,,,,,,
C14130,,,,,,,,,,
C14131,,,,,,,,,,
C14132,,,,,,,,,,
C14133,,,,,,,,,,
C14134,,,,,,,,,,
C14135,,,,,,,,,,
C14136,,,,,,,,,,
C14137,,,,,,,,,,
C14138,,,,,,,,,,
C14139,,,,,,,,,,
C14142,,,,,,,,,,
C14143,map00930,map01100,map01120,map01220,,,,,,
C14144,map00360,map00362,map00930,map01100,map01120,,,,,
C14145,map00360,map00930,map01100,map01120,,,,,,
C14146,,,,,,,,,,
C14147,map00791,map01120,,,,,,,,
C14148,map00791,map01120,,,,,,,,
C14149,map00791,map01120,,,,,,,,
C14150,,,,,,,,,,
C14151,map00130,map01100,map01110,,,,,,,
C14152,map00130,map01100,map01110,,,,,,,
C14153,map00130,map01110,,,,,,,,
C14154,map00130,map01110,,,,,,,,
C14155,map00130,map01110,,,,,,,,
C14156,map00130,map01110,,,,,,,,
C14157,,,,,,,,,,
C14158,,,,,,,,,,
C14159,,,,,,,,,,
C14160,,,,,,,,,,
C14161,,,,,,,,,,
C14162,,,,,,,,,,
C14163,,,,,,,,,,
C14164,,,,,,,,,,
C14165,,,,,,,,,,
C14166,map07015,,,,,,,,,
C14167,map07015,,,,,,,,,
C14168,map07015,,,,,,,,,
C14169,,,,,,,,,,
C14170,map07015,,,,,,,,,
C14171,map07015,,,,,,,,,
C14172,map07015,,,,,,,,,
C14173,map07015,,,,,,,,,
C14174,,,,,,,,,,
C14175,,,,,,,,,,
C14176,,,,,,,,,,
C14177,,,,,,,,,,
C14178,,,,,,,,,,
C14179,map00430,,,,,,,,,
C14180,map00680,map01120,,,,,,,,
C14181,,,,,,,,,,
C14182,,,,,,,,,,
C14183,,,,,,,,,,
C14184,,,,,,,,,,
C14185,,,,,,,,,,
C14186,,,,,,,,,,
C14187,,,,,,,,,,
C14188,,,,,,,,,,
C14189,,,,,,,,,,
C14190,,,,,,,,,,
C14191,,,,,,,,,,
C14192,,,,,,,,,,
C14193,,,,,,,,,,
C14194,,,,,,,,,,
C14195,,,,,,,,,,
C14196,,,,,,,,,,
C14197,,,,,,,,,,
C14198,,,,,,,,,,
C14199,,,,,,,,,,
C14200,,,,,,,,,,
C14201,,,,,,,,,,
C14202,,,,,,,,,,
C14203,,,,,,,,,,
C14204,,,,,,,,,,
C14205,,,,,,,,,,
C14206,,,,,,,,,,
C14207,,,,,,,,,,
C14208,,,,,,,,,,
C14209,map04913,,,,,,,,,
C14210,,,,,,,,,,
C14211,,,,,,,,,,
C14212,,,,,,,,,,
C14213,,,,,,,,,,
C14214,,,,,,,,,,
C14215,,,,,,,,,,
C14216,,,,,,,,,,
C14217,,,,,,,,,,
C14218,,,,,,,,,,
C14219,,,,,,,,,,
C14220,map00363,map01120,,,,,,,,
C14221,,,,,,,,,,
C14222,,,,,,,,,,
C14223,,,,,,,,,,
C14224,,,,,,,,,,
C14225,,,,,,,,,,
C14226,,,,,,,,,,
C14227,,,,,,,,,,
C14228,,,,,,,,,,
C14229,,,,,,,,,,
C14230,,,,,,,,,,
C14231,,,,,,,,,,
C14232,,,,,,,,,,
C14233,,,,,,,,,,
C14234,,,,,,,,,,
C14235,,,,,,,,,,
C14236,,,,,,,,,,
C14237,,,,,,,,,,
C14238,,,,,,,,,,
C14239,,,,,,,,,,
C14240,,,,,,,,,,
C14241,,,,,,,,,,
C14242,,,,,,,,,,
C14243,,,,,,,,,,
C14244,,,,,,,,,,
C14245,,,,,,,,,,
C14246,,,,,,,,,,
C14247,,,,,,,,,,
C14248,,,,,,,,,,
C14249,,,,,,,,,,
C14250,,,,,,,,,,
C14251,,,,,,,,,,
C14252,,,,,,,,,,
C14253,,,,,,,,,,
C14254,,,,,,,,,,
C14255,,,,,,,,,,
C14256,,,,,,,,,,
C14257,,,,,,,,,,
C14258,,,,,,,,,,
C14259,,,,,,,,,,
C14260,,,,,,,,,,
C14261,,,,,,,,,,
C14262,,,,,,,,,,
C14263,,,,,,,,,,
C14264,,,,,,,,,,
C14265,,,,,,,,,,
C14266,,,,,,,,,,
C14267,,,,,,,,,,
C14268,,,,,,,,,,
C14269,,,,,,,,,,
C14270,,,,,,,,,,
C14271,,,,,,,,,,
C14272,,,,,,,,,,
C14273,,,,,,,,,,
C14274,,,,,,,,,,
C14275,,,,,,,,,,
C14276,,,,,,,,,,
C14277,,,,,,,,,,
C14278,,,,,,,,,,
C14279,map00365,map01120,,,,,,,,
C14280,,,,,,,,,,
C14281,,,,,,,,,,
C14282,,,,,,,,,,
C14283,,,,,,,,,,
C14284,,,,,,,,,,
C14285,,,,,,,,,,
C14286,,,,,,,,,,
C14287,,,,,,,,,,
C14288,,,,,,,,,,
C14289,,,,,,,,,,
C14290,,,,,,,,,,
C14291,,,,,,,,,,
C14292,,,,,,,,,,
C14293,,,,,,,,,,
C14294,,,,,,,,,,
C14295,,,,,,,,,,
C14296,,,,,,,,,,
C14297,,,,,,,,,,
C14298,map00363,map01120,,,,,,,,
C14299,,,,,,,,,,
C14300,,,,,,,,,,
C14301,,,,,,,,,,
C14302,,,,,,,,,,
C14303,,,,,,,,,,
C14304,,,,,,,,,,
C14305,,,,,,,,,,
C14306,,,,,,,,,,
C14307,,,,,,,,,,
C14308,,,,,,,,,,
C14309,,,,,,,,,,
C14310,,,,,,,,,,
C14311,,,,,,,,,,
C14312,,,,,,,,,,
C14313,,,,,,,,,,
C14314,map00943,map01110,,,,,,,,
C14315,map00624,map01100,map01120,,,,,,,
C14316,map07112,,,,,,,,,
C14317,,,,,,,,,,
C14318,,,,,,,,,,
C14319,map07112,,,,,,,,,
C14320,,,,,,,,,,
C14321,,,,,,,,,,
C14322,,,,,,,,,,
C14323,,,,,,,,,,
C14324,,,,,,,,,,
C14325,,,,,,,,,,
C14326,,,,,,,,,,
C14327,,,,,,,,,,
C14328,,,,,,,,,,
C14329,,,,,,,,,,
C14330,,,,,,,,,,
C14331,,,,,,,,,,
C14332,,,,,,,,,,
C14333,,,,,,,,,,
C14334,,,,,,,,,,
C14335,map00624,map01120,,,,,,,,
C14336,,,,,,,,,,
C14337,,,,,,,,,,
C14338,,,,,,,,,,
C14339,,,,,,,,,,
C14340,,,,,,,,,,
C14341,,,,,,,,,,
C14342,,,,,,,,,,
C14343,,,,,,,,,,
C14344,,,,,,,,,,
C14345,,,,,,,,,,
C14346,,,,,,,,,,
C14347,,,,,,,,,,
C14348,,,,,,,,,,
C14349,,,,,,,,,,
C14350,,,,,,,,,,
C14351,,,,,,,,,,
C14352,,,,,,,,,,
C14353,,,,,,,,,,
C14354,,,,,,,,,,
C14355,,,,,,,,,,
C14356,,,,,,,,,,
C14357,,,,,,,,,,
C14358,,,,,,,,,,
C14359,,,,,,,,,,
C14360,,,,,,,,,,
C14361,,,,,,,,,,
C14362,,,,,,,,,,
C14363,,,,,,,,,,
C14364,,,,,,,,,,
C14365,,,,,,,,,,
C14366,,,,,,,,,,
C14367,,,,,,,,,,
C14368,,,,,,,,,,
C14369,,,,,,,,,,
C14370,,,,,,,,,,
C14371,,,,,,,,,,
C14372,,,,,,,,,,
C14373,,,,,,,,,,
C14374,,,,,,,,,,
C14375,,,,,,,,,,
C14376,,,,,,,,,,
C14377,,,,,,,,,,
C14378,,,,,,,,,,
C14379,,,,,,,,,,
C14380,,,,,,,,,,
C14381,,,,,,,,,,
C14382,,,,,,,,,,
C14383,,,,,,,,,,
C14384,,,,,,,,,,
C14385,,,,,,,,,,
C14386,,,,,,,,,,
C14387,,,,,,,,,,
C14388,,,,,,,,,,
C14389,,,,,,,,,,
C14390,,,,,,,,,,
C14391,,,,,,,,,,
C14392,,,,,,,,,,
C14393,,,,,,,,,,
C14394,,,,,,,,,,
C14395,,,,,,,,,,
C14396,,,,,,,,,,
C14397,,,,,,,,,,
C14398,,,,,,,,,,
C14399,,,,,,,,,,
C14400,,,,,,,,,,
C14401,map00633,map01120,,,,,,,,
C14402,,,,,,,,,,
C14403,,,,,,,,,,
C14404,,,,,,,,,,
C14405,,,,,,,,,,
C14406,,,,,,,,,,
C14407,,,,,,,,,,
C14408,,,,,,,,,,
C14409,,,,,,,,,,
C14410,map07212,,,,,,,,,
C14411,,,,,,,,,,
C14412,,,,,,,,,,
C14413,,,,,,,,,,
C14414,,,,,,,,,,
C14415,,,,,,,,,,
C14416,,,,,,,,,,
C14417,,,,,,,,,,
C14418,map00627,map01120,,,,,,,,
C14419,map00361,map01120,,,,,,,,
C14420,,,,,,,,,,
C14421,,,,,,,,,,
C14422,,,,,,,,,,
C14423,,,,,,,,,,
C14424,,,,,,,,,,
C14425,,,,,,,,,,
C14426,,,,,,,,,,
C14427,,,,,,,,,,
C14428,,,,,,,,,,
C14429,,,,,,,,,,
C14430,,,,,,,,,,
C14431,,,,,,,,,,
C14432,,,,,,,,,,
C14433,,,,,,,,,,
C14434,,,,,,,,,,
C14435,,,,,,,,,,
C14436,,,,,,,,,,
C14437,,,,,,,,,,
C14438,,,,,,,,,,
C14439,,,,,,,,,,
C14440,,,,,,,,,,
C14441,,,,,,,,,,
C14442,,,,,,,,,,
C14443,,,,,,,,,,
C14444,,,,,,,,,,
C14445,,,,,,,,,,
C14446,,,,,,,,,,
C14447,,,,,,,,,,
C14448,,,,,,,,,,
C14449,,,,,,,,,,
C14450,map00361,map01120,,,,,,,,
C14451,,,,,,,,,,
C14452,,,,,,,,,,
C14453,map00980,,,,,,,,,
C14454,,,,,,,,,,
C14455,,,,,,,,,,
C14456,,,,,,,,,,
C14457,,,,,,,,,,
C14458,,,,,,,,,,
C14459,,,,,,,,,,
C14460,,,,,,,,,,
C14461,,,,,,,,,,
C14462,,,,,,,,,,
C14463,map00290,map01110,map01130,map01210,,,,,,
C14464,,,,,,,,,,
C14465,,,,,,,,,,
C14466,,,,,,,,,,
C14467,,,,,,,,,,
C14468,,,,,,,,,,
C14469,,,,,,,,,,
C14470,,,,,,,,,,
C14471,,,,,,,,,,
C14472,,,,,,,,,,
C14473,,,,,,,,,,
C14474,,,,,,,,,,
C14475,,,,,,,,,,
C14476,,,,,,,,,,
C14477,,,,,,,,,,
C14478,,,,,,,,,,
C14479,,,,,,,,,,
C14480,,,,,,,,,,
C14481,,,,,,,,,,
C14482,,,,,,,,,,
C14483,,,,,,,,,,
C14484,,,,,,,,,,
C14485,,,,,,,,,,
C14486,,,,,,,,,,
C14487,,,,,,,,,,
C14488,,,,,,,,,,
C14489,,,,,,,,,,
C14490,,,,,,,,,,
C14491,,,,,,,,,,
C14492,map07014,,,,,,,,,
C14493,,,,,,,,,,
C14494,,,,,,,,,,
C14495,,,,,,,,,,
C14496,,,,,,,,,,
C14497,,,,,,,,,,
C14498,,,,,,,,,,
C14499,,,,,,,,,,
C14500,,,,,,,,,,
C14501,,,,,,,,,,
C14502,,,,,,,,,,
C14503,,,,,,,,,,
C14504,,,,,,,,,,
C14505,,,,,,,,,,
C14506,,,,,,,,,,
C14507,,,,,,,,,,
C14508,,,,,,,,,,
C14509,,,,,,,,,,
C14510,,,,,,,,,,
C14511,,,,,,,,,,
C14512,,,,,,,,,,
C14513,,,,,,,,,,
C14514,,,,,,,,,,
C14515,,,,,,,,,,
C14516,,,,,,,,,,
C14517,,,,,,,,,,
C14518,,,,,,,,,,
C14519,map00624,map01120,,,,,,,,
C14520,,,,,,,,,,
C14521,,,,,,,,,,
C14522,,,,,,,,,,
C14523,,,,,,,,,,
C14524,,,,,,,,,,
C14525,,,,,,,,,,
C14526,,,,,,,,,,
C14527,map05204,,,,,,,,,
C14528,,,,,,,,,,
C14529,,,,,,,,,,
C14530,,,,,,,,,,
C14531,map07026,,,,,,,,,
C14532,,,,,,,,,,
C14533,,,,,,,,,,
C14534,,,,,,,,,,
C14535,,,,,,,,,,
C14536,map00943,map01110,,,,,,,,
C14537,,,,,,,,,,
C14538,,,,,,,,,,
C14539,map07023,,,,,,,,,
C14540,map01051,map01130,map07023,,,,,,,
C14541,,,,,,,,,,
C14542,,,,,,,,,,
C14543,,,,,,,,,,
C14544,,,,,,,,,,
C14545,,,,,,,,,,
C14546,,,,,,,,,,
C14547,,,,,,,,,,
C14548,,,,,,,,,,
C14549,,,,,,,,,,
C14550,,,,,,,,,,
C14551,,,,,,,,,,
C14552,,,,,,,,,,
C14553,,,,,,,,,,
C14554,,,,,,,,,,
C14555,,,,,,,,,,
C14556,map00980,map05204,,,,,,,,
C14557,,,,,,,,,,
C14558,,,,,,,,,,
C14559,,,,,,,,,,
C14560,,,,,,,,,,
C14561,,,,,,,,,,
C14562,,,,,,,,,,
C14563,,,,,,,,,,
C14564,,,,,,,,,,
C14565,,,,,,,,,,
C14566,,,,,,,,,,
C14567,,,,,,,,,,
C14568,,,,,,,,,,
C14569,,,,,,,,,,
C14570,,,,,,,,,,
C14571,,,,,,,,,,
C14572,,,,,,,,,,
C14573,map00621,,,,,,,,,
C14574,,,,,,,,,,
C14575,,,,,,,,,,
C14576,,,,,,,,,,
C14577,,,,,,,,,,
C14578,,,,,,,,,,
C14579,,,,,,,,,,
C14580,,,,,,,,,,
C14581,,,,,,,,,,
C14582,map00623,map01120,,,,,,,,
C14583,,,,,,,,,,
C14584,,,,,,,,,,
C14585,,,,,,,,,,
C14586,,,,,,,,,,
C14587,,,,,,,,,,
C14588,,,,,,,,,,
C14589,,,,,,,,,,
C14590,,,,,,,,,,
C14591,,,,,,,,,,
C14592,map04217,,,,,,,,,
C14593,,,,,,,,,,
C14594,,,,,,,,,,
C14595,map07040,,,,,,,,,
C14596,,,,,,,,,,
C14597,,,,,,,,,,
C14598,,,,,,,,,,
C14599,,,,,,,,,,
C14600,,,,,,,,,,
C14601,,,,,,,,,,
C14602,map00627,map01120,,,,,,,,
C14603,,,,,,,,,,
C14604,map00627,map01120,,,,,,,,
C14605,,,,,,,,,,
C14606,,,,,,,,,,
C14607,,,,,,,,,,
C14608,,,,,,,,,,
C14609,,,,,,,,,,
C14610,map00362,map01100,map01120,map01220,,,,,,
C14611,,,,,,,,,,
C14612,,,,,,,,,,
C14613,,,,,,,,,,
C14614,,,,,,,,,,
C14615,,,,,,,,,,
C14616,,,,,,,,,,
C14617,map07016,,,,,,,,,
C14618,,,,,,,,,,
C14619,,,,,,,,,,
C14620,,,,,,,,,,
C14621,,,,,,,,,,
C14622,,,,,,,,,,
C14623,,,,,,,,,,
C14624,,,,,,,,,,
C14625,,,,,,,,,,
C14626,,,,,,,,,,
C14627,,,,,,,,,,
C14628,,,,,,,,,,
C14629,,,,,,,,,,
C14630,,,,,,,,,,
C14631,,,,,,,,,,
C14632,,,,,,,,,,
C14633,,,,,,,,,,
C14634,,,,,,,,,,
C14635,,,,,,,,,,
C14636,,,,,,,,,,
C14637,,,,,,,,,,
C14638,,,,,,,,,,
C14639,,,,,,,,,,
C14640,,,,,,,,,,
C14641,,,,,,,,,,
C14642,,,,,,,,,,
C14643,,,,,,,,,,
C14644,,,,,,,,,,
C14645,,,,,,,,,,
C14646,,,,,,,,,,
C14647,,,,,,,,,,
C14648,,,,,,,,,,
C14649,,,,,,,,,,
C14650,,,,,,,,,,
C14651,,,,,,,,,,
C14652,,,,,,,,,,
C14653,,,,,,,,,,
C14654,,,,,,,,,,
C14655,,,,,,,,,,
C14656,,,,,,,,,,
C14657,,,,,,,,,,
C14658,,,,,,,,,,
C14660,,,,,,,,,,
C14661,,,,,,,,,,
C14662,,,,,,,,,,
C14663,,,,,,,,,,
C14664,,,,,,,,,,
C14665,,,,,,,,,,
C14666,,,,,,,,,,
C14667,,,,,,,,,,
C14668,,,,,,,,,,
C14669,,,,,,,,,,
C14670,,,,,,,,,,
C14671,,,,,,,,,,
C14672,,,,,,,,,,
C14673,,,,,,,,,,
C14674,,,,,,,,,,
C14675,,,,,,,,,,
C14676,,,,,,,,,,
C14677,,,,,,,,,,
C14678,,,,,,,,,,
C14679,,,,,,,,,,
C14680,,,,,,,,,,
C14681,,,,,,,,,,
C14682,,,,,,,,,,
C14683,,,,,,,,,,
C14684,,,,,,,,,,
C14685,,,,,,,,,,
C14686,,,,,,,,,,
C14687,,,,,,,,,,
C14688,,,,,,,,,,
C14689,,,,,,,,,,
C14690,,,,,,,,,,
C14691,,,,,,,,,,
C14692,,,,,,,,,,
C14693,,,,,,,,,,
C14694,,,,,,,,,,
C14695,,,,,,,,,,
C14696,,,,,,,,,,
C14697,,,,,,,,,,
C14698,,,,,,,,,,
C14699,,,,,,,,,,
C14700,,,,,,,,,,
C14701,,,,,,,,,,
C14702,,,,,,,,,,
C14703,,,,,,,,,,
C14704,map05204,,,,,,,,,
C14705,,,,,,,,,,
C14706,,,,,,,,,,
C14707,,,,,,,,,,
C14708,,,,,,,,,,
C14709,,,,,,,,,,
C14710,,,,,,,,,,
C14711,,,,,,,,,,
C14712,,,,,,,,,,
C14713,,,,,,,,,,
C14714,,,,,,,,,,
C14715,,,,,,,,,,
C14716,,,,,,,,,,
C14717,map00590,,,,,,,,,
C14718,,,,,,,,,,
C14719,,,,,,,,,,
C14720,,,,,,,,,,
C14721,map01051,map01130,,,,,,,,
C14722,map01051,map01130,,,,,,,,
C14723,map01051,map01130,,,,,,,,
C14724,map01051,map01130,,,,,,,,
C14725,map01051,map01130,,,,,,,,
C14726,,,,,,,,,,
C14727,map01051,map01130,,,,,,,,
C14728,,,,,,,,,,
C14729,,,,,,,,,,
C14730,,,,,,,,,,
C14731,,,,,,,,,,
C14732,map00590,,,,,,,,,
C14733,,,,,,,,,,
C14734,,,,,,,,,,
C14736,,,,,,,,,,
C14737,,,,,,,,,,
C14738,,,,,,,,,,
C14739,,,,,,,,,,
C14740,,,,,,,,,,
C14741,,,,,,,,,,
C14742,,,,,,,,,,
C14743,,,,,,,,,,
C14744,,,,,,,,,,
C14745,,,,,,,,,,
C14746,,,,,,,,,,
C14747,,,,,,,,,,
C14748,map00590,map01100,map04270,,,,,,,
C14749,map00590,map01100,,,,,,,,
C14750,,,,,,,,,,
C14751,,,,,,,,,,
C14752,,,,,,,,,,
C14753,,,,,,,,,,
C14754,,,,,,,,,,
C14755,,,,,,,,,,
C14756,,,,,,,,,,
C14757,,,,,,,,,,
C14758,,,,,,,,,,
C14759,,,,,,,,,,
C14760,,,,,,,,,,
C14761,,,,,,,,,,
C14762,map00591,map03320,,,,,,,,
C14763,,,,,,,,,,
C14764,,,,,,,,,,
C14765,map00591,,,,,,,,,
C14766,map00591,,,,,,,,,
C14767,map00591,map03320,,,,,,,,
C14768,map00590,map01100,map04270,map04726,map04750,map04913,,,,
C14769,map00590,map01100,map04270,map04726,map04750,map04913,,,,
C14770,map00590,map01100,map04270,map04726,map04913,,,,,
C14771,map00590,map01100,map04270,map04726,,,,,,
C14772,map00590,map01100,map04726,,,,,,,
C14773,map00590,map01100,map04726,,,,,,,
C14774,map00590,map01100,map04726,,,,,,,
C14775,map00590,map01100,map04726,,,,,,,
C14776,map00590,map01100,map03320,,,,,,,
C14777,map00590,map04913,map04925,,,,,,,
C14778,map00590,,,,,,,,,
C14779,map00590,,,,,,,,,
C14780,map00590,,,,,,,,,
C14781,map00590,map01100,,,,,,,,
C14782,map00590,map01100,,,,,,,,
C14783,map00980,map05204,,,,,,,,
C14784,map00980,,,,,,,,,
C14785,map00980,,,,,,,,,
C14786,map00980,,,,,,,,,
C14787,map00980,,,,,,,,,
C14788,map00980,,,,,,,,,
C14789,map00980,,,,,,,,,
C14790,map00980,,,,,,,,,
C14791,map00980,,,,,,,,,
C14792,map00980,,,,,,,,,
C14793,map00980,,,,,,,,,
C14794,map00590,,,,,,,,,
C14795,map00590,,,,,,,,,
C14796,map00980,,,,,,,,,
C14797,map00980,,,,,,,,,
C14798,map00980,,,,,,,,,
C14799,map00980,,,,,,,,,
C14800,map00980,,,,,,,,,
C14801,map00980,,,,,,,,,
C14802,map00980,,,,,,,,,
C14803,map00980,,,,,,,,,
C14804,map00980,,,,,,,,,
C14805,map00980,,,,,,,,,
C14806,map00980,,,,,,,,,
C14807,map00590,,,,,,,,,
C14808,map00590,,,,,,,,,
C14809,map00590,,,,,,,,,
C14810,map00590,,,,,,,,,
C14811,map00590,,,,,,,,,
C14812,map00590,map01100,map04726,,,,,,,
C14813,map00590,map01100,,,,,,,,
C14814,map00590,map01100,,,,,,,,
C14815,map00590,,,,,,,,,
C14816,map07026,,,,,,,,,
C14817,map07026,,,,,,,,,
C14818,map00860,map02010,map04066,map04216,map04978,map05010,,,,
C14819,map00860,map02010,map02020,map04216,map04978,,,,,
C14820,map00590,map04726,,,,,,,,
C14821,map00590,map04726,,,,,,,,
C14822,map00590,map01100,map04925,,,,,,,
C14823,map00590,map01100,map04726,,,,,,,
C14824,map00590,,,,,,,,,
C14825,map00591,map01100,,,,,,,,
C14826,map00591,map01100,,,,,,,,
C14827,map00591,map01100,,,,,,,,
C14828,map00591,,,,,,,,,
C14829,map00591,,,,,,,,,
C14830,,,,,,,,,,
C14831,map00591,,,,,,,,,
C14832,map00591,,,,,,,,,
C14833,map00591,,,,,,,,,
C14834,map00591,,,,,,,,,
C14835,map00591,,,,,,,,,
C14836,map00591,,,,,,,,,
C14837,map00591,,,,,,,,,
C14838,map07030,,,,,,,,,
C14839,map00980,,,,,,,,,
C14840,map00980,,,,,,,,,
C14841,map00980,,,,,,,,,
C14842,map00980,,,,,,,,,
C14843,map00980,,,,,,,,,
C14844,map00980,,,,,,,,,
C14845,map00980,,,,,,,,,
C14846,map00980,,,,,,,,,
C14847,map00980,,,,,,,,,
C14848,map00980,,,,,,,,,
C14849,map00980,map05204,,,,,,,,
C14850,map00980,map05204,,,,,,,,
C14851,map00980,map05204,,,,,,,,
