,X.1,X,CID,Inchikey,SID,KEGGID,Name,Name_1,pathway_1,pathway_2,pathway_3,pathway_4,pathway_5,pathway_6,Class
5824,3492,124,439630,AEMOLEFTQBMNLQ-VANFPWTGSA-N,5119,C02024,D-Mannuronate,D-Mannuronic acid,,,,,,,Organic oxygen compounds
5825,3501,135,122121,AERBNCYCJBRYDG-KSZLIROESA-N,14291,C12144,Phytosphingosine,4-D-Hydroxysphinganine,map00600,map01100,,,,,Organic nitrogen compounds
5826,3503,137,11954175,AERGGMDNGDDGPI-HOTGVXAUSA-N,17396446,C15449,"trans-1,2-Diphenylcyclobutane",,,,,,,,Phenylpropanoids and polyketides
5827,3516,166,228285,AFQDIEHIPKSXRL-UHFFFAOYSA-N,11800,C09609,Pilocereine,,,,,,,,Organic oxygen compounds
5828,3524,178,10346031,AGBYBGPUAJZWDY-CLRSYFRZSA-N,163311806,C17677,Eudesobovatol B,,,,,,,,Lipids and lipid-like molecules
5829,3528,185,24892725,AGLXCEGQRIYVRV-DVDHLLHCSA-N,4467,C01246,Dolichyl beta-D-glucosyl phosphate,,map00510,map01100,,,,,Lipids and lipid-like molecules
5830,3531,188,84029,AGOYDEPGAOXOCK-KCBOHYOISA-N,9129,C06912,Clarithromycin,,,,,,,,Organic oxygen compounds
5831,3539,199,441976,AGZMFTKKLPHOMT-ZSOFBXJNSA-N,11217,C09025,Akuammicine,,,,,,,,Alkaloids and derivatives
5832,3564,249,10056140,AJIFASHLGBHDDS-GEFDNOIESA-N,96023866,C17521,Mallotinic acid,,,,,,,,Phenylpropanoids and polyketides
5833,3601,341,4369188,ANVAOWXLWRTKGA-JLTXGRSLSA-N,7797,C05433,alpha-Carotene,,map00906,map01060,map01062,map01100,map01110,,Lipids and lipid-like molecules
5834,3611,355,135398701,AOKQNZVJJXPUQA-KQYNXXCUSA-O,6711,C03998,7-Methylguanosine 5'-phosphate,N7-Methyl-GMP,,,,,,,"Nucleosides, nucleotides, and analogues"
5835,3618,364,23724614,AOPPEYCPJLSBEA-XCPACDMKSA-N,47205266,C15952,Thermocryptoxanthin-11,,,,,,,,Lipids and lipid-like molecules
5836,3627,377,18772482,APJLTUBHYCOZJI-VZCXRCSSSA-N,124489219,C18545,Cyenopyrafen,,,,,,,,Benzenoids
5837,3634,386,72734316,APLLJBJPUGBNAO-UHFFFAOYSA-N,172232361,C20637,"5-[[(4,7-Dihydroxy-2-oxo-2H-1-benzopyran-3-yl)amino]carbonyl]-4-methyl-1H-pyrrole-3-carboxylate",,map00401,map01130,,,,,Phenylpropanoids and polyketides
5838,3639,395,229295,APTGJECXMIKIET-WOSSHHRXSA-N,17395486,C14486,Norethindrone enanthate,Norethisterone enanthate,,,,,,,Lipids and lipid-like molecules
5839,3642,399,376,APWDZEIBFNZVND-UHFFFAOYSA-N,47205580,C16272,3-Hydroxy-5-oxohexanoate,,map00627,map01120,,,,,Organic acids and derivatives
5840,3651,412,240982,AQIYOMKPFQCODB-NHUSPQTBSA-N,17395989,C14992,"3-(Acetyloxy)-9-mercaptoandrosta-3,5-diene-11,17-dione",,,,,,,,Lipids and lipid-like molecules
5841,3652,413,14851,AQJFATAFTQCRGC-UHFFFAOYSA-N,17396217,C15220,2-Chloro-4-methylphenol,2-Chloro-p-cresol,,,,,,,Benzenoids
5842,3665,428,25164042,ARBHCEGTLUXZRX-YNRRLODASA-N,96024231,C18011,"7-Hydroxy-6-methylhepta-3,5-dienal",,,,,,,,Lipids and lipid-like molecules
5843,3677,443,91553,ARQXEQLMMNGFDU-JHZZJYKESA-N,13749,C11584,4-Methylumbelliferone glucuronide,4-Methylumbelliferyl glucuronide,,,,,,,Phenylpropanoids and polyketides
5844,3679,446,101650338,ARSXTTJGWGCRRR-XXKOCQOQSA-N,96023377,C16856,Gonyautoxin 2,,,,,,,,Phenylpropanoids and polyketides
5845,3683,451,23724579,ARYTXMNEANMLMU-QAVKNOIRSA-N,47205112,C15787,Campestanol,5alpha-Campestanol,map00905,map01100,map01110,,,,Lipids and lipid-like molecules
5846,3697,467,11173,ASUAYTHWZCLXAN-UHFFFAOYSA-N,4583,C01390,Prenol,Prenyl alcohol,,,,,,,Organic oxygen compounds
5847,3706,478,5460467,ATBAMAFKBVZNFJ-UHFFFAOYSA-N,47205756,C16460,Beryllium,,,,,,,,Homogeneous metal compounds
5848,3713,487,1102,ATHGHQPFGPMSJY-UHFFFAOYSA-N,3609,C00315,Spermidine,"N-(3-Aminopropyl)-1,4-butane-diamine",map00330,map00410,map00480,map00940,map01100,map02010,Organic nitrogen compounds
5849,3724,499,442568,ATQXXRJEZULCTG-DLCFQVRISA-N,12190,C10004,Hymenocardine,,,,,,,,Organic acids and derivatives
5850,3755,539,442371,AUWWCTMETLOZSD-HEQLZXTPSA-N,11863,C09673,Glutinosone,,,,,,,,Organic oxygen compounds
5851,3783,576,11953981,AWFYDDCOWUMYCB-ILCSDPHRSA-N,14131,C11970,5-Oxoavermectin '2a' aglycone,,map00522,,,,,,Phenylpropanoids and polyketides
5852,3792,587,129290,AWOGQCSIVCQXBT-LYDRAKHJSA-N,96023444,C16957,Fargesin,,,,,,,,"Lignans, neolignans and related compounds"
5853,3807,613,22094,AXGUBXVWZBFQGA-UHFFFAOYSA-N,124489699,C19027,Chloropropylate,,,,,,,,Benzenoids
5854,3817,625,136120794,AXTQDQLSPVRFFQ-JBUMLGOFSA-N,124489472,C18798,"5,10-Methylene-H4SPT","5,10-Methylene-tetrahydrosarcinapterin",,,,,,,Organic oxygen compounds
5855,3827,639,99289,AYFVYJQAPQTCCC-HRFVKAFMSA-N,7864,C05519,L-Allothreonine,L-allo-Threonine,map00260,map01100,,,,,Organic acids and derivatives
5856,3831,646,26548,AYKYOOPFBCOXSL-UHFFFAOYSA-N,6522,C03766,4-Hydroxyphenylacetonitrile,4-Hydroxybenzyl cyanide,,,,,,,Benzenoids
5857,3856,683,40479,AZXHAWRMEPZSSV-UHFFFAOYSA-N,96024339,C18122,"2,3',4,4',5,5'-Hexachlorobiphenyl",PCB 167,map00621,,,,,,Benzenoids
5858,3858,685,11551129,AZZZNYGPGINRNT-ZEBDFXRSSA-N,124489565,C18893,1-Methylseleno-N-acetyl-D-galactosamine,,map00450,,,,,,Organic oxygen compounds
5859,3866,696,442662,BAIRXMVFPKLWSE-UHFFFAOYSA-N,12377,C10191,Thymonin,,,,,,,,Phenylpropanoids and polyketides
5860,3876,713,330573,BAVONGHXFVOKBV-NXEZZACHSA-N,13569,C11395,"(4R,6R)-cis-Carveol",,map00903,,,,,,Lipids and lipid-like molecules
5861,3886,726,31423,BBEAQIROQSPTKN-UHFFFAOYSA-N,17395335,C14335,Pyrene,,map00624,map01120,,,,,Benzenoids
5862,3911,757,12490,BCEQKAQCUWUNML-UHFFFAOYSA-N,313369428,C21168,4-Hydroxyisophthalate,"4-Hydroxy-1,3-benzenedicarboxylate",map00623,map01120,,,,,Benzenoids
5863,3912,758,71448942,BCFDXLPPHIQFBU-XJPDAGPNSA-N,163311827,C17805,Clematichinenoside B,,,,,,,,Lipids and lipid-like molecules
5864,3926,775,441896,BCUDKRWNGQAFLF-PJFZGHSASA-N,11104,C08912,Sarsasapogenin 3-O-4G-rhamnosylsophoroside,,,,,,,,Lipids and lipid-like molecules
5865,3933,785,1031,BDERNNFJNOPAEC-UHFFFAOYSA-N,8258,C05979,Propane-1-ol,Propanol,map00640,,,,,,Organic oxygen compounds
5866,3939,793,23973,BDOSMKKIYDKNTQ-UHFFFAOYSA-N,4601,C01413,Cadmium,,,,,,,,Homogeneous metal compounds
5867,4011,893,135431267,BHNJIESAHPLLFU-VAWYXSNFSA-N,17396040,C15043,2-[2-(4-Pyridinyl)-1-butenyl]phenol,,,,,,,,Benzenoids
5868,4034,925,86453,BIKACRYIQSLICJ-UHFFFAOYSA-N,13090,C10907,Cloransulam-methyl,,,,,,,,Benzenoids
5869,4035,926,5280539,BILXTXFCLYPNMR-ONEGZZNKSA-N,5708,C02750,Sinapoyltartronate,,,,,,,,Phenylpropanoids and polyketides
5870,4039,938,656852,BIVBRWYINDPWKA-VLQRKCJKSA-L,854287,C14049,Glycyrrhizinate dipotassium,Dipotassium glycyrrhizate,,,,,,,Lipids and lipid-like molecules
5871,4046,947,7098652,BJBUEDPLEOHJGE-DMTCNVIQSA-N,135626174,C19706,cis-3-Hydroxy-L-proline,cis-3-Hydroxyproline,map00330,,,,,,Organic acids and derivatives
5872,4052,956,135750019,BJGNCJDXODQBOB-ZETCQYMHSA-N,354264360,C21771,L-Firefly luciferin,"(R)-4,5-Dihydro-2-(6-hydroxy-1,3-benzothiazol-2-yl)thiazole-4-carboxylate",,,,,,,Organic acids and derivatives
5873,4069,982,6368399,BJYPZFUWWJSAKC-ONEGZZNKSA-N,51090908,C16579,trans-Homoaconitate,"(E)-1,2,4-But-1-enetricarboxylic acid",,,,,,,Organic acids and derivatives
5874,4073,987,31343,BKAQXYNWONVOAX-UHFFFAOYSA-N,124489639,C18967,Butonate,,,,,,,,Lipids and lipid-like molecules
5875,4084,1004,36402,BLAYIQLVUNIICD-UHFFFAOYSA-N,17395363,C14363,"2,3,5,6-Tetrachlorobiphenyl",PCB 65,,,,,,,Benzenoids
5876,4086,1006,5281498,BLDTUWFMPJJRPR-PNQYDXICSA-N,11733,C09542,Salonitenolide,,,,,,,,Lipids and lipid-like molecules
5877,4087,1008,11963956,BLFNYMNSRZKVBB-JIFARLPCSA-N,854352,C14116,Naphthyl-2-methyl-succinyl-CoA,,map00626,map01120,map01220,,,,Lipids and lipid-like molecules
5878,4088,1009,56927933,BLGPPSRDEKNCLT-CDWXYHGHSA-N,163311924,C20181,Avermitilol,,map00909,,,,,,Lipids and lipid-like molecules
5879,4098,1022,18780,BLVHWJCLSMYFMT-UHFFFAOYSA-N,124490122,C19450,4-Methylchrysene,,,,,,,,Benzenoids
5880,4099,1023,56928095,BLWJAUBTYPWLDO-NFAWXSAZSA-N,135626081,C17114,Spirolaurenone,,,,,,,,Lipids and lipid-like molecules
5881,4107,1034,441764,BMLIIPOXVWESJG-LMBCONBSSA-N,10910,C08717,Silychristin,,,,,,,,Phenylpropanoids and polyketides
5882,4124,1059,24203,BNIILDVGGAEEIG-UHFFFAOYSA-L,853921,C13558,Dibasic sodium phosphate,Disodium phosphate,,,,,,,Mixed metal/non-metal compounds
5883,4125,1062,25079986,BNOGJEJAYILSFT-XNSRJBNMSA-N,10441,C08242,Lychnose,1F-alpha-D-Galactosylraffinose,,,,,,,Organic oxygen compounds
5884,4134,1072,65086,BNZYRKVSCLSXSJ-IOSLPCCCSA-N,7720,C05342,Psicofuranine,Angustmycin C,,,,,,,"Nucleosides, nucleotides, and analogues"
5885,4147,1088,441125,BONQGFBLZGPXMG-PIYBLCFFSA-N,8884,C06659,Dihydroclavaminic acid,Dihydroclavaminate,map00331,map01130,,,,,Organic acids and derivatives
5886,4162,1107,6869,BPLBGHOLXOTWMN-MBNYWOFBSA-N,10326,C08126,Penicillin V,,,,,,,,Organic acids and derivatives
5887,4163,1108,10248,BPLQKQKXWHCZSS-UHFFFAOYSA-N,12634,C10451,Elemicin,,,,,,,,Benzenoids
5888,4172,1122,440394,BQEPLNUEGNSUTM-UHFFFAOYSA-N,7185,C04584,"6-Imino-5-oxocyclohexa-1,3-dienecarboxylate",,,,,,,,Organic nitrogen compounds
5889,4177,1128,37783,BQJRUJTZSGYBEZ-YVQNUNKESA-N,6417,C03634,"Phorbol 12,13-dibutanoate","Phorbol-12,13-dibutyrate",,,,,,,Lipids and lipid-like molecules
5890,4189,1144,442708,BQUYXVYTCAIRQJ-UHFFFAOYSA-N,12451,C10265,Isobatatasin I,,,,,,,,Benzenoids
5891,4209,1167,11953941,BRUITOXHBSVJME-IIMYRAIISA-N,12202,C10016,Zizyphine F,,,,,,,,Organic acids and derivatives
5892,4215,1176,439350,BSABBBMNWQWLLU-GSVOUGTGSA-N,4189,C00937,(R)-Lactaldehyde,D-Lactaldehyde,map00620,,,,,,Organic oxygen compounds
5893,4223,1185,74989,BSJMWHQBCZFXBR-UHFFFAOYSA-N,9053,C06835,Atovaquone,Acuvel,,,,,,,Benzenoids
5894,4244,1216,439372,BTWXCZBMTLSXQW-UHFFFAOYSA-N,4277,C01034,3-Oxo-Delta5-steroid,,,,,,,,Lipids and lipid-like molecules
5895,4263,1242,441088,BUZNWVREDOAOGD-DTWKUNHWSA-N,8808,C06579,"cis-2,3-Dihydroxy-2,3-dihydro-p-cumate","cis-5,6-Dihydroxy-4-isopropylcyclohexa-1,3-dienecarboxylate",map00622,map01120,map01220,,,,Lipids and lipid-like molecules
5896,4267,1246,71448906,BVBYYRVLCDMZNJ-UBQHHBPXSA-N,47205488,C16179,"(11Z,14Z,17Z)-Icosatrienoyl-CoA","(11Z,14Z,17Z)-Icosa-11,14,17-trienoyl-CoA",map01040,map01212,,,,,Lipids and lipid-like molecules
5897,4276,1263,10298166,BWBRFVRXCBBDEH-ZTVLJYEESA-N,7419,C04864,"4-Deoxy-beta-D-gluc-4-enuronosyl-(1,3)-N-acetyl-D-galactosamine 4-sulfate",,,,,,,,Organic oxygen compounds
5898,4279,1267,24892800,BWDXZCNWLNJBBI-HNNXBMFYSA-N,51090903,C16574,4'-Hydroxyropivacaine,,,,,,,,Organic acids and derivatives
5899,4282,1273,8578,BWLVSYUUKOQICP-UHFFFAOYSA-N,124490225,C19553,Yellow OB,1-[2-(2-Methylphenyl)diazenyl]-2-naphthalenamine,,,,,,,Benzenoids
5900,4288,1282,91679,BWUPSGJXXPATLU-UHFFFAOYSA-N,17395571,C14571,Dimepiperate,S-1-Methyl-1-phenylethyl piperidine 1-carbothioate,,,,,,,Benzenoids
5901,4289,1283,11953794,BWVNOTYEDMJNDA-TWBNDLJKSA-N,4369,C01138,Streptomycin 6-phosphate,,map00521,map01130,,,,,Organic oxygen compounds
5902,4291,1286,36273,BWWVAEOLVKTZFQ-NTZNESFSSA-N,336445183,C21545,Mecillinam,Amdinocillin,,,,,,,Organic acids and derivatives
5903,4302,1297,62123,BXIVHTWXKYBJEM-UHFFFAOYSA-N,124490021,C19349,"1,4-Bis(chloromethoxymethyl)benzene",,,,,,,,Benzenoids
5904,4308,1307,7817,BXRNXXXXHLBUKK-UHFFFAOYSA-N,5728,C02777,"2,5-Dioxopiperazine",Diketopiperazine,,,,,,,Organic acids and derivatives
5905,4313,1315,161937,BXXSHQYDJWZXPB-OKNSCYNVSA-N,11817,C09627,Capsidiol,,map00909,,,,,,Lipids and lipid-like molecules
5906,4322,1326,11954215,BYHJHXPTQMMKCA-MRVPVSSYSA-N,17396597,C15605,N-Formyl-D-kynurenine,,,,,,,,Organic oxygen compounds
5907,4323,1327,439788,BYHJHXPTQMMKCA-QMMMGPOBSA-N,5664,C02700,L-Formylkynurenine,N-Formyl-L-kynurenine,map00380,map01100,,,,,Organic oxygen compounds
5908,4329,1335,443310,BYRKDHSWMQLYJB-UHFFFAOYSA-N,13782,C11617,Pristinamycin IC,Vernamycin B gamma,,,,,,,Organic acids and derivatives
5909,4338,1348,441840,BYZQVAOKDQTHHP-QFUJVLJYSA-N,11038,C08845,Adynerin,Adynerigenin 3-O-beta-D-diginoside,,,,,,,Lipids and lipid-like molecules
5910,4347,1361,15413,BZLVMXJERCGZMT-UHFFFAOYSA-N,13519,C11344,Methyl tert-butyl ether,tert-Butyl methyl ether,,,,,,,Organic oxygen compounds
5911,4349,1364,252817,BZOKWUURHSTMML-UFMPMKONSA-N,17396061,C15064,17beta-(Hydroxymethyl)androst-4-en-3-one acetate,,,,,,,,Lipids and lipid-like molecules
5912,4351,1367,439747,BZQFBWGGLXLEPQ-UWTATZPHSA-N,5539,C02532,O-Phospho-D-serine,D-O-Phosphoserine,,,,,,,Organic acids and derivatives
5913,4359,1377,443828,CADJZGPRUYOSGU-QWWLYEKJSA-N,582816,C12426,Rhodomycin D,,map01057,map01130,,,,,Phenylpropanoids and polyketides
5914,4364,1385,6843,CAJIGINSTLKQMM-UHFFFAOYSA-N,10097,C07895,Propoxycaine,,,,,,,,Benzenoids
5915,4367,1389,563,CAOMCZAIALVUPA-UHFFFAOYSA-N,10474,C08276,3-(Methylthio)propanoate,3-(Methylthio)propionic acid,map00270,map00920,map01100,,,,Lipids and lipid-like molecules
5916,4377,1404,442771,CBEPNYOFLRIAGR-UHFFFAOYSA-N,12605,C10419,Ferreirin,"2,3-Dihydro-5,7-dihydroxy-3-(2-hydroxy-4-methoxyphenyl)-4H-1-benzopyran-4-one",,,,,,,Phenylpropanoids and polyketides
5917,4404,1439,637520,CCRCUPLGCSFEDV-BQYQJAHWSA-N,8594,C06358,Methyl cinnamate,3-Phenyl-2-propenoic acid methyl,,,,,,,Phenylpropanoids and polyketides
5918,4407,1446,54699185,CCYKXDPVYWRNMH-UHFFFAOYSA-N,12674,C10491,Lonchocarpenin,,,,,,,,Phenylpropanoids and polyketides
5919,4413,1455,254190,CDCUHRTZLOKMFC-ICSRJNTNSA-N,17396121,C15124,"3-Methoxy-D-homoestra-1,3,5(10),8-tetraen-17a-one",,,,,,,,Benzenoids
5920,4417,1459,71448980,CDFKJSCCQGJMHM-XBXARRHUSA-N,163312009,C20269,Eugenol quinone methide,,,,,,,,Organic oxygen compounds
5921,4429,1475,1256,CDSMSBUVCWHORP-UHFFFAOYSA-N,14085,C11924,Perillic acid,,map00903,,,,,,Lipids and lipid-like molecules
5922,3414,1,46173853,AAABMNXUOFPYQK-WMBKCNCTSA-N,96023492,C17009,Mycalamide B,,,,,,,,Organoheterocyclic compounds
5923,3415,4,4929,AAEVYOVXGOFMJO-UHFFFAOYSA-N,124489216,C18542,Prometryn,,,,,,,,Organoheterocyclic compounds
5924,3416,9,442015,AALLCALQGXXWNA-QJNFORGASA-N,11269,C09077,Columbin,,,,,,,,Organoheterocyclic compounds
5925,3417,10,46173925,AALLCALQGXXWNA-VBFYFJBNSA-N,96023854,C17508,Isocolumbin,,,,,,,,Organoheterocyclic compounds
5926,3418,14,3016,AAOVKJBEBIDNHE-UHFFFAOYSA-N,9163,C06948,Diazepam,,,,,,,,Organoheterocyclic compounds
5927,3419,21,442468,AAZRLGLWPJJDGC-KPYWPBPJSA-N,12039,C09852,Annotine,,,,,,,,Organoheterocyclic compounds
5928,3420,22,66895,ABBQGOCHXSPKHJ-UHFFFAOYSA-N,9776,C07573,Prontosil,Sulfamidochrysoidine,map07055,,,,,,Organoheterocyclic compounds
5929,3430,35,167718,ABSDACFLIMOXJY-INIZCTEOSA-O,333497474,C21491,(S)-Tembetarine,,,,,,,,Organoheterocyclic compounds
5930,3437,45,135398750,ABYVDBPOASKQRT-UHFFFAOYSA-N,9798,C07596,HLo7,,,,,,,,Organoheterocyclic compounds
5931,3440,48,443370,ACBLGRAOCIXXAL-UHFFFAOYSA-N,13859,C11694,Quinoline-3-carboxamides,,,,,,,,Organoheterocyclic compounds
5932,3457,73,440129,ACZFBYCNAVEFLC-YFKPBYRVSA-N,6562,C03817,(S)-3-(Imidazol-5-yl)lactate,,,,,,,,Organoheterocyclic compounds
5933,3460,76,61307,ADAHGVUHKDNLEB-UHFFFAOYSA-N,124490023,C19351,"Bis(2,3-epoxycyclopentyl)ether",,,,,,,,Organoheterocyclic compounds
5934,3467,86,4616,ADIMAYPTOBDMTL-UHFFFAOYSA-N,9563,C07359,Oxazepam,,,,,,,,Organoheterocyclic compounds
5935,3474,96,5280718,ADSGHWJRPOXXTD-NSCUHMNNSA-N,7279,C04706,"cis-2-Chloro-4-carboxymethylenebut-2-en-1,4-olide",cis-2-Chlorodienelactone,map00361,map01100,map01120,,,,Organoheterocyclic compounds
5936,3483,108,25201712,AEFOLTVWSRMXMW-IXRXBBNISA-N,96023250,C16726,Cinchoninone,Cinchonan-9-one,map01063,,,,,,Organoheterocyclic compounds
5937,3441,49,54679072,ACFGRWJEQJVZTM-LEJBHHMKSA-L,124489014,C18340,Magnesium L-ascorbic acid-2-phosphate,VC-PMG,,,,,,,Organoheterocyclic compounds
5938,3446,58,446576,ACKRRKSNOOISSG-VPENINKCSA-N,47205719,C16421,AI-2,Autoinducer 2,map02010,map02020,map02024,map05111,,,Organic oxygen compounds
5939,3458,74,441440,ACZVSMNFVFBOTM-UHFFFAOYSA-N,10462,C08263,beta-Alaninebetaine,beta-Alanine betaine,,,,,,,Organic nitrogen compounds
5940,3463,82,167551,ADFWQBGTDJIESE-UHFFFAOYSA-N,12942,C10759,6-Pentadecylsalicylic acid,Anacardic acid,,,,,,,Benzenoids
5941,3468,87,442542,ADIMMCHZVYYGPW-MSOLQXFVSA-N,12156,C09970,Tephrowatsin A,,,,,,,,Phenylpropanoids and polyketides
5942,3471,93,443287,ADODRSVGNHNKAT-UHFFFAOYSA-N,13747,C11582,2-Chlorophenylhydrazine hydrochloride,o-Chlorophenylhydrazine hydrochloride,,,,,,,Benzenoids
5943,3478,102,29231,ADZHXBNWNZIHIX-XYGAWYNKSA-N,7110,C04491,Cyanidin-3-rhamnoglucoside chloride,Cyanidin 3-rutinoside chloride,,,,,,,Phenylpropanoids and polyketides
5944,3479,104,5281647,AEDDIBAIWPIIBD-ZJKJAXBQSA-N,12263,C10077,Mangiferin,Chinomin,,,,,,,Organoheterocyclic compounds
5945,3481,106,441831,AEFMTBQZWMUASH-IILZZRPCSA-N,11025,C08832,Podecdysone B,,,,,,,,Lipids and lipid-like molecules
5946,3495,127,757,AEMRFAOFKBGASW-UHFFFAOYSA-N,6350,C03547,omega-Hydroxy fatty acid,,map00071,,,,,,Organic acids and derivatives
5947,3498,131,656601,AEQDBKHAAWUCMT-UHFFFAOYSA-N,585979,C13235,Procaterol hydrochloride,Lontermin,,,,,,,Organoheterocyclic compounds
5948,3505,142,3036931,AEWHYWSPVRZHCT-NDZSKPAWSA-N,3903,C00630,2-Methylpropanoyl-CoA,2-Methylpropionyl-CoA,map00280,map00360,map00522,map01063,map01100,map01110,Lipids and lipid-like molecules
5949,3514,156,11953926,AFJPGVUCVDCFPM-OBYWIAIFSA-N,11344,C09152,Echitamine,,,,,,,,Organoheterocyclic compounds
5950,3515,165,139728,AFPZIAQJQAQDAQ-UHFFFAOYSA-N,17395665,C14666,1-(4-Methoxyphenyl)-2-phenylethane,1-Methoxy-4-(2-phenylethyl)benzene,,,,,,,Phenylpropanoids and polyketides
5951,3525,179,23724683,AGCCSGUKFYOOTJ-JSXJEZROSA-N,47205572,C16264,"2-Hydroxy-6-oxo-6-(2-carboxyphenyl)-hexa-2,4-dienoate",,map00624,map01100,map01120,,,,Organic acids and derivatives
5952,3529,186,6307,AGMMTXLNIQSRCG-UHFFFAOYSA-N,9549,C07342,Quinethazone,,,,,,,,Organoheterocyclic compounds
5953,3533,192,99288,AGPKZVBTJJNPAG-UHNVWZDZSA-N,310920477,C21096,L-allo-Isoleucine,,,,,,,,Organic acids and derivatives
5954,3537,197,10995181,AGSPYXOEGPQCDH-VBZHTKSESA-N,312642087,C21118,Ribosylhopane,,,,,,,,Lipids and lipid-like molecules
5955,3544,209,6262,AHLPHDHHMVZTML-BYPYZUCNSA-N,3377,C00077,L-Ornithine,"(S)-2,5-Diaminovaleric acid",map00220,map00330,map00472,map00480,map00999,map01060,Organic acids and derivatives
5956,3545,215,43815,AHOUBRCZNHFOSL-YOEHRIQHSA-N,9619,C07415,Paroxetine,,,,,,,,Organoheterocyclic compounds
5957,3553,232,880,AIJULSRZWUXGPQ-UHFFFAOYSA-N,3827,C00546,Methylglyoxal,Pyruvaldehyde,map00260,map00620,map00640,map01120,,,Organic oxygen compounds
5958,3554,233,17345,AIKKULXCBHRFOS-UHFFFAOYSA-N,124489660,C18988,Formothion,,,,,,,,Organic acids and derivatives
5959,3568,273,10026941,AKOANWZRKXOJTC-ZWNZASDISA-N,172232284,C20543,Terpendole I,,map00403,map01110,,,,,Organoheterocyclic compounds
5960,3569,274,2997,AKPLHCDWDRPJGD-UHFFFAOYSA-N,9689,C07486,Nordazepam,Desmethyldiazepam,,,,,,,Organoheterocyclic compounds
5961,3576,305,32184,AMFGTOFWMRQMEM-UHFFFAOYSA-N,124489331,C18657,Triazophos,,,,,,,,Organoheterocyclic compounds
5962,3579,313,4440,AMKVXSZCKVJAGH-UHFFFAOYSA-N,9994,C07792,Naratriptan,,,,,,,,Organoheterocyclic compounds
5963,3581,315,47346,AMLDBWWQKYLAHJ-UHFFFAOYSA-N,96023860,C17515,Capsi-amide,N-(13-Methyltetradecyl)acetamide,,,,,,,Organic acids and derivatives
5964,3585,321,243757,AMSKYRSZBKQWMU-UHFFFAOYSA-N,17396461,C15464,(+)-12-(2-Cyclopenten-1-yl)-2-dodecanone,,,,,,,,Organic oxygen compounds
5965,3593,332,442949,ANJTVLIZGCUXLD-IUCAKERBSA-N,12946,C10763,Cytisine,,map00960,map01064,map01110,,,,Alkaloids and derivatives
5966,3599,339,24892777,ANSAJFYVUGUZQP-QEHJDLSMSA-N,582837,C12447,dTDP-beta-L-rhodinose,,,,,,,,"Nucleosides, nucleotides, and analogues"
5967,3605,345,5825520,AOAIMWZHKDELLZ-ACCUITESSA-N,17396042,C15045,4-Chloro-[2-(4-Pyridinyl)-1-butenyl]phenol,4-[1-[(4-Chlorophenyl)methylene]propyl]pyridine,,,,,,,Benzenoids
5968,3612,356,440282,AOMLMYXPXUTBQH-UHFFFAOYSA-N,6944,C04282,1-Pyrroline-4-hydroxy-2-carboxylate,,map00330,,,,,,Organoheterocyclic compounds
5969,3622,371,5281624,APHJPNXEBUUMKB-UHFFFAOYSA-N,12240,C10054,Calophyllin B,"6-(3,3-Dimethylallyl)-1,5-dihydroxyxanthone",,,,,,,Organoheterocyclic compounds
5970,3623,372,441971,APHMCINPFLAAQH-NCYKPQTJSA-N,11211,C09019,1-Acetylaspidoalbidine,,,,,,,,Organoheterocyclic compounds
5971,3626,376,108003,APJDQUGPCJRQRJ-LBPRGKRZSA-N,17395752,C14754,Zearalanone,(S)-Zearalanone,,,,,,,Phenylpropanoids and polyketides
5972,3638,393,5480230,APSUXPSYBJVPPS-YAUKWVCOSA-N,96024347,C18130,Norbinaltorphimine,norBNI,,,,,,,Alkaloids and derivatives
5973,3641,397,182951,APTZNLHMIGJTEW-UHFFFAOYSA-N,124489228,C18554,Pyraflufen-ethyl,,,,,,,,Organoheterocyclic compounds
5974,3644,403,114951,AQARKTASOBROAE-OCYOQFCJSA-N,135626126,C19658,Cardanolide,,,,,,,,Lipids and lipid-like molecules
5975,3645,404,73400,AQASRZOCERRGBL-ROJLCIKYSA-N,11610,C09419,Dauricine,,,,,,,,Organoheterocyclic compounds
5976,3646,405,114909,AQBZCCQCDWNNJQ-AUSIDOKSSA-N,12718,C10535,Tephrosin,,,,,,,,Phenylpropanoids and polyketides
5977,3648,408,21138,AQHHHDLHHXJYJD-CQSZACIVSA-N,13374,C11193,R (+)-Propanolol,R-(+)-Propranolol,,,,,,,Benzenoids
5978,3649,409,4946,AQHHHDLHHXJYJD-UHFFFAOYSA-N,9611,C07407,Propranolol,,,,,,,,Benzenoids
5979,3655,416,3539,AQTITSBNGSVQNZ-UHFFFAOYSA-N,17396091,C15094,GYKI 52895,"4-(8,9-Dihydro-8-methyl-7H-1,3-dioxolo[4,5-h][2,3]benzodiazepin-5-yl)benzenamine",map07117,,,,,,Organoheterocyclic compounds
5980,3656,418,10106330,AQTKXCPRNZDOJU-ZEBDFXRSSA-N,13713,C11546,2-O-(alpha-D-Glucopyranosyl)glycerol,2-O-alpha-D-Glucosylglycerol,,,,,,,Lipids and lipid-like molecules
5981,3662,424,5281657,AQZHBCDRWFMXIN-UHFFFAOYSA-N,12273,C10087,Norlichexanthone,"1,3,6-Trihydroxy-8-methyl-9H-xanthen-9-one",,,,,,,Organoheterocyclic compounds
